"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
23559,268730,"SL","S",16,"UT","Utah","024","","",13,86.400000000000006,"2008","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6412,7294,"R","Ralph","Okerlund","","Ralph","Sen.","","Utah Senator","","M","Ralph Okerlund","","Monroe, UT","","","","Married","Cindy Gray","Monroe, UT","3 children; 7 grandchildren","","",5,"White/Caucasian","Chairman, UT State Senate Committee on Natural Resources, Agriculture, and Environment Confirmation","2013","Chairman, UT State Senate Committee on Natural Resources, Agriculture and Environment","2013","LEN","Employee","AGR","Farmer, Dairyman","University of Utah","B.S.","1973","Dixie College (UT)","A.A.","1972","","","","","","","","","","Sen. Ralph Okerlund","Utah Senator","Suite 320","State Capitol","350 North State Street","","Salt Lake City, UT 84114","rokerlund@le.utah.gov","","http://www.utahsenate.org/aspx/senmember.aspx?dist=24","","http://www.facebook.com/pages/Ralph-Okerlund/145493302236559","http://twitter.com/RalphOkerlund","","Images\Photos\SL\UT\S","Okerlund_Ralph_268730.jpg"
23661,249634,"SL","H",27,"RI","Rhode Island","043","","",26,64.799999999999997,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5639,6476,"D","Deborah","Fellela","A.","Deborah","Rep.","","Rhode Island Representative","","F","Deborah A. Fellela","","","1956","11","16","Married","Henry Fellela","Johnston, RI","4 children","CAT","Catholic",5,"White/Caucasian","Vice Chair, RI State House Committee on Veteran's Affairs","2013","Deputy Majority Leader, RI State House of Representatives","2011-2012","EDU","Secretary","BUS","Employee","East Providence High School","","1974","","","","","","","","","","","","","Rep. Deborah Fellela","Rhode Island Representative","","State House","82 Smith Street","","Providence, RI 02903-1105","rep-fellela@rilin.state.ri.us","","http://www.rilin.state.ri.us/representatives/Fellela/default.aspx","","","","","Images\Photos\SL\RI\H","Fellela_Deborah_249634.jpg"
36673,451425,"SL","S",7,"AS","American Samoa","000","F","",7,,"2012","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7786,7859,"NP","Tialavea","Misiualapa","","Tialavea","Sen.","","American Samoa Senator","","M","Tialavea Misiualapa","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","Sen. Tialavea Misiualapa","American Samoa Senator","","Legislature of American Samoa","Fagatogo Village","PO Box 485","Pago Pago, AS 96799","","","","","","","","",""
23749,285038,"SL","S",43,"SC","South Carolina","041","","",26,55.700000000000003,"2012","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5880,6719,"R","Paul","Thurmond","","Paul","Sen.","","South Carolina Senator","","M","Paul Thurmond","","Aiken, SC","1976","","","Married","Katie","Charleston, SC","3 children ","BAP","Baptist",5,"White/Caucasian","Member, Magistrates Oversight Committee","1978","Member, Charleston County Aviation Authority","1978","LAW","Part-Time Prosecutor","LAW","Attorney, Partner","University of South Carolina School of Law","J.D.","1978","Vanderbilt University (TN)","B.A.","1978","Aiken High School","","1978","","","","","","","Sen. Paul Thurmond","South Carolina Senator","","South Carolina Senate","PO Box 142","","Columbia, SC 29202-0142","PaulThurmond@scsenate.gov","http://www.scstatehouse.gov/email.php?T=M&C=1824431600","http://www.scstatehouse.gov/member.php?code=1824431600","","http://www.facebook.com/thurmondforsenate","http://twitter.com/paulthurmond","","Images\Photos\SL\SC\S","Thurmond_Paul_285038.jpg"
23832,198814,"SL","H",19,"SC","South Carolina","080","","",11,98.900000000000006,"1998","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5795,6634,"D","Jimmy","Bales","C.","Jimmy","Rep.","","South Carolina Representative","Dr.","M","Jimmy Charles Bales","","Rose Hill, VA","1935","09","25","Married","Helen Lynn Elizabeth Armstrong","Columbia, SC","5 children","BAP","Baptist",5,"White/Caucasian","Vice Chair, SC State House Committee on Operations and Management of the House","2013","Chairman, SC State Subcommittee on Real Estate","2013","EDU","Director of Career Education","EDU","Principal","University of South Carolina","Ed.D.","1975","East Tennessee State University","M.A.","1966","Columbia College (SC)","B.A.","1960","U.S. Army","","1955-1956","","","","Rep. Jimmy Bales","South Carolina Representative","","Blatt Building","PO Box 11867","","Columbia, SC 29211","JimmyBales@schouse.gov","http://www.scstatehouse.gov/email.php?T=M&C=97727261","http://www.scstatehouse.gov/member.php?code=0097727261","","http://www.facebook.com/profile.php?v=info&id=100000831290018","","","Images\Photos\SL\SC\H","Bales_Jimmy_198814.jpg"
23987,198178,"SL","S",7,"PA","Pennsylvania","006","","",3,58.200000000000003,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5550,6385,"R","Robert","Tomlinson","M.","Tommy","Sen.","","Pennsylvania Senator","","M","Robert M. Tomlinson","","Philadelphia, PA","1945","12","04","Married","Nancy Hueston","Bensalem, PA","2 children","","",5,"White/Caucasian","Member, PA State House of Representatives","1991-1994","Member, PA Higher Education Assistance Agency Board","1991-1994","BUS","Funeral director","PUB","Legislator","Miami Dade School of Mortuary Science (FL)","","1971","West Chester State College (PA)","B.S.","1970","Bensalem High School","","1964","","","","","","","Sen. Robert Tomlinson","Pennsylvania Senator","","","PO Box 203006","","Harrisburg, PA 17120-3006","rtomlinson@pasen.gov","","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=151","","","","","Images\Photos\SL\PA\S","Tomlinson_Robert_198178.jpg"
24087,198278,"SL","H",8,"PA","Pennsylvania","053","","",3,60.700000000000003,"1982","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5394,6229,"R","Robert","Godshall","W.","Bob","Rep.","","Pennsylvania Representative","","M","Robert W. Godshall","","Souderton, PA","1933","05","15","Divorced","","Souderton, PA","5 children","MEN","Mennonite",5,"White/Caucasian","Secretary, PA State Joint Committee on Legislative Budget and Finance","2013","Chairman, PA State House Committee on Consumer Affairs","2013","PUB","Former Director","BUS","Owner and Manager","University of Pennsylvania Wharton School of Business (PA)","","1956","Juniata College (PA)","B.S.","1955","Souderton High School","","1951","","","","","","","Rep. Robert Godshall","Pennsylvania Representative","","","PO Box 202053","","Harrisburg, PA 17120-2053","rgodshal@pahousegop.com","http://www.bobgodshall.com/Contact.aspx","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/House_bio.cfm?id=111","","","","http://www.youtube.com/user/RepGodshall","Images\Photos\SL\PA\H","Godshall_Robert_198278.jpg"
24163,439502,"SL","H",189,"PA","Pennsylvania","133","","",83,64.599999999999994,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5474,6309,"D","Daniel","McNeill","T.","Daniel","Rep.","","Pennsylvania Representative","","M","Daniel T. McNeill","","","","","","Married","Jeanne","Whitehall, PA","2 children ","","",5,"White/Caucasian","Manager, Lehigh County Regional Partnerships","2008","Member, Whitehall Township Executive Board","2006","LAB","Business Agent and Secretary/Treasurer","","","Louis E. Dieruff High School","","2006","","","","","","","PA National Guard","","1966-1972","","","","Rep. Daniel McNeill","Pennsylvania Representative","","","PO Box 202133","","Harrisburg, PA 17120-2133","dmcneill@pahouse.net","http://www.pahouse.com/contact/viaLDPC.asp?district=133","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/House_bio.cfm?id=1641","","","","","Images\Photos\SL\PA\H","McNeill_Daniel_439502.jpg"
24250,274167,"SL","S",26,"PR","Puerto Rico","000","I","",8,7.2000000000000002,"2008","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7831,7768,"PNP","Larry","Seilhamer Rodriguez","B.","Larry","Sen.","","Puerto Rico Senator","","M","Lawrence B. Seilhamer Rodriguez","","New York, NY","1954","12","13","","","Ponce, PR","","","",2,"Hispanic/Latino","Chairman, PR State Senate Committee Urban Planning and Infrastructure","2013","Chairman, PR State Senate Committee on Rules and Calendar","2013","","","","","","","","","","","","","","","","","","","","Sen. Larry Seilhamer Rodriguez","Puerto Rico Senator","","The Capitol","PO Box 9023431","","San Juan, PR 00902-3431","lseilhamer@senadopr.us","","","","","","","Images\Photos\SL\PR\S","SeilhamerRodriguez_Larry_274167.jpg"
24406,431189,"SL","H",145,"NY","New York","114","","",42,55.600000000000001,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4547,5370,"R","Daniel","Stec","G.","Dan","Hon.","","New York Assemblymember","","M","Daniel G. Stec","","Queensbury, NY","","","","Married","Hilary","Queensbury, NY","1 child ","","",5,"White/Caucasian","Chair, Warren County Board of Supervisors","2010-2012","Supervisor, Queensbury Town","2010-2012","AGR","Former Tree Farmer","ENG","Engineer","University of Rhode Island","M.B.A.","2010-2012","Clarkson University (NY)","B.S.","2010-2012","","","","U.S. Navy","","2010-2012","","","","Hon. Daniel Stec","New York Representative","Room 940","Legislative Office Building","188 State Street","","Albany, NY 12248","StecD@assembly.state.ny.us","http://assembly.state.ny.us/mem/Dan-Stec/contact/","http://assembly.state.ny.us/mem/Dan-Stec","","http://www.facebook.com/StecforAssembly","","","Images\Photos\SL\NY\H","Stec_Daniel_431189.jpg"
24558,396379,"SL","H",92,"OH","Ohio","073","","",57,63.5,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5014,5843,"R","Rick","Perales","G.","Rick","Rep.","","Ohio Representative","","M","Rick G. Perales","","","1959","09","22","Married","Becka","Beavercreek, OH","4 children ","","",2,"Hispanic/Latino","Member, Miami Valley Regional Planning Commission","1980-1984","Member, Dayton Public Schools Facility Steering Committee","1980-1984","EDU","Campus Planning and Real Estate Director","EDU","Executive Director of Facilities Management","Troy State University (MI)","M.S.","1992","Auburn University School of Architecture (AL)","B.S.","1982","","","","U.S. Air Force","","1982-1997","","","","Rep. Rick Perales","Ohio Representative","13th Floor","Vern Riffe Center","77 South High Street","","Columbus, OH 43215-6111","rep73@ohiohouse.gov","http://www.ohiohouse.gov/rick-perales/contact","http://www.ohiohouse.gov/rick-perales","","http://www.facebook.com/CommissionerPerales","http://twitter.com/voteperales","","Images\Photos\SL\OH\H","Perales_Rick_396379.jpg"
24642,226652,"SL","H",14,"OK","Oklahoma","016","","",6,61,"2004","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5094,5925,"D","Jerry","Shoemake","","Jerry","Rep.","","Oklahoma Representative","","M","Jerry Shoemake","","Morris, OK","1943","04","01","Married","Lynda","Morris, OK","","","",5,"White/Caucasian","","","","","AGR","Superintendent","AGR","Farming and Rancher","Oklahoma State University","","1994","Morris High School","","1994","","","","","","","","","","Rep. Jerry Shoemake","Oklahoma Representative","Room 506","State Capitol Building","2300 North Lincoln Boulevard","","Oklahoma City, OK 73105","jerryshoemake@okhouse.gov","","http://www.okhouse.gov/District.aspx?District=16","","","","","Images\Photos\SL\OK\H","Shoemake_Jerry_226652.jpg"
24737,209207,"SL","S",18,"OR","Oregon","023","","",10,80.099999999999994,"2008","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5315,6148,"D","Jackie","Dingfelder","","Jackie","Sen.","","Oregon Senator","","F","Jackie Dingfelder","","New York, NY","1960","12","30","Married","Tom Gainer","Portland, OR","","","",5,"White/Caucasian","Chairman, OR State Senate Committee on Environment and Natural Resources","2013","Member, OR State House of Representatives (OR045)","2000-2008","VOL","Former Watershed Program Manager","BUS","Environmental Consultant","University of North Carolina, Chapel Hill","B.A.","2000-2008","University of California, Los Angeles","B.A.","2000-2008","","","","","","","","","","Sen. Jackie Dingfelder","Oregon Senator","Room S-407","State Capitol","900 Court Street, NE","","Salem, OR 97301","Sen.JackieDingfelder@state.or.us","","http://www.leg.state.or.us/dingfelder","","http://www.facebook.com/people/Jackie-Dingfelder/583222983","","","Images\Photos\SL\OR\S","Dingfelder_Jackie_209207.jpg"
24864,197423,"SL","S",11,"NM","New Mexico","016","","",8,100,"1996","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4378,5199,"D","Cisco","McSorley","","Cisco","Sen.","","New Mexico Senator","","M","Cisco McSorley","","Albuquerque, NM","1950","07","08","Married","Joanne Kuestner McSorley","Albuquerque, NM","1 child ","QKR","Quaker",5,"White/Caucasian","Member, NM State House of Representatives","1984-1996","","","LAW","Attorney","EDU","Teacher","University of New Mexico School of Law","J.D.","1979","University of New Mexico","B.A.","1974","","","","","","","","","","Sen. Cisco McSorley","New Mexico Senator","Room 217","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","cisco.mcsorley@nmlegis.gov","","http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=SMCSO","","","http://twitter.com/senatorcisco","","Images\Photos\SL\NM\S","McSorley_Cisco_197423.jpg"
24956,197515,"SL","H",18,"NM","New Mexico","069","","",15,100,"1998","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4361,5182,"D","W. Ken","Martinez","","Ken","Rep.","","New Mexico Representative","","M","W. Ken Martinez","","Albuquerque, NM","1959","02","12","Married","Monique","Grants, NM","","CAT","Catholic",2,"Hispanic/Latino","Majority Floor Leader, NM State House of Representatives","2013","Member, Grants School Board","2013","LAW","Attorney","","","University of New Mexico","","2013","","","","","","","","","","","","","Rep. W. Ken Martinez","New Mexico Representative","Room 104","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","ken.martinez@nmlegis.gov","","http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=HMART","","","","","Images\Photos\SL\NM\H","Martinez_WKen_197515.jpg"
25052,212478,"SL","S",19,"NY","New York","018","","",7,94.5,"2002","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4601,5424,"D","Martin","Dilan","Malave","Martin","Sen.","","New York Senator","","M","Martin Malave Dilan","","Brooklyn, NY","1950","09","12","Married","Debra Hicks","Brooklyn, NY","3 children; 1 grandchild","","",2,"Hispanic/Latino","Member (NY017 D), NY State Senate","2002-2013","Senate Senior Assistant Majority Leader, NY State Senate","2011","BUS","Former Businessman","PUB","Former Legislative Aide","Brooklyn College (NY)","","2011","","","","","","","","","","","","","Sen. Martin Dilan","New York Senator","Room 711B","Legislative Office Building","188 State Street","","Albany, NY 12247","dilan@nysenate.gov","http://www.nysenate.gov/senator/martin-malave-dilan/contact","http://www.nysenate.gov/senator/martin-malave-dilan","","http://www.facebook.com/MMDilan","http://twitter.com/SenatorDilan","http://www.youtube.com/user/SenMMDilan","Images\Photos\SL\NY\S","Dilan_Martin_212478.jpg"
