"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
22117,199041,"FL","H",278,"TN","Tennessee","06","","",4,76.400000000000006,"2010","2014","G","H0TN06257",0,0,85,0,96,0,70,0,"AOK","Normal",5961,6840,"R","Diane","Black","L.","Diane","Rep.","","US Representative","","F","Diane Lynn Black","blak","Baltimore, MD","1951","01","16","Married","Dr. David Black","Gallatin, TN","3 children ;  6 grandchildren ","LUT","Lutheran",5,"White/Caucasian","Senate Republican Caucus Chair, TN State Senate","2010","Assistant Republican Floor Leader, TN State Senate","2010","BUS","Executive Director","BUS","Employee","Belmont University (TN)","B.S.N.","1992","Anne Arundel Community College (MD)","A.D.","1971","","","","","","","","","","Rep. Diane Black","US Representative","Room 1531","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-4206","","http://black.house.gov/contact-me/email-me","http://black.house.gov/","","http://www.facebook.com/DianeBlackTN06","http://twitter.com/RepDianeBlack","http://www.youtube.com/user/RepDianeBlack","Images\Photos\FL\H","Black_Diane_199041.jpg"
22149,159099,"FL","H",56,"TX","Texas","29","","",1,90,"1992","2014","G","H2TX29030",0,0,95,0,100,0,63,0,"AOK","Normal",6126,7006,"D","Gene","Green","","Gene","Rep.","","US Representative","","M","Raymond Eugene Green","green","Houston, TX","1947","10","17","Married","Helen Alders","Houston, TX","2 children; 4 grandchildren","MET","Methodist",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Environment and the Economy","2013","Member, TX State Senate","1985-1993","BUS","Manager","LAW","Lawyer","University of Houston Bates College of Law (TX)","J.D.","1977","University of Houston (TX)","B.A.","1971","","","","","","","","","","Rep. Gene Green","US Representative","Room 2470","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-4329","","http://green.house.gov/contact-me/email-me","http://green.house.gov/","","http://www.facebook.com/RepGeneGreen","http://twitter.com/RepGeneGreen","","Images\Photos\FL\H","Green_Gene_159099.jpg"
22183,284578,"FL","H",328,"WI","Wisconsin","08","","",5,56,"2010","2014","G","H0WI08075",0,0,95,0,96,0,50,0,"AOK","Normal",6885,611,"R","Reid","Ribble","J.","Reid","Rep.","","US Representative","","M","Reid J. Ribble","RIH-bull","Neenah, WI","1956","04","05","Married","DeaNa","Appleton, WI","2 children ; 2 grandchildren","BAP","Baptist",5,"White/Caucasian","","","","","EDU","Head Varsity Volleyball Coach","BUS","Founding Member","Grand Rapids School of Bible and Music (MI)","Att.","1994","Appleton East High School (WI)","","1974","","","","","","","","","","Rep. Reid Ribble","US Representative","Room 1513","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-4908","","https://ribble.house.gov/contact-me/email-me","http://ribble.house.gov/","","http://www.facebook.com/CongressmanReidRibble","http://twitter.com/RepRibble","http://www.youtube.com/user/RepRibble","Images\Photos\FL\H","Ribble_Reid_284578.jpg"
22215,165219,"FL","S",20,"IL","Illinois","S01","","",1,67,"1996","2014","G","S6IL00151",0,0,95,0,100,0,45,0,"AOK","Normal",7692,2037,"D","Dick","Durbin","","Dick","Sen.","","US Senator","","M","Richard Joseph Durbin","DUR-bin","East St. Louis, IL","1944","11","21","Married","Loretta Schaefer","Springfield, IL","3 children (1 deceased)","ROC","Roman Catholic",5,"White/Caucasian","Majority Whip and Assistant Majority Leader, U.S. Senate","2007-Current","Democratic Whip and Assistant Minority Leader, U.S. Senate","2005-2007","LAW","Partner","PUB","Legal Counsel","Georgetown University Law Center (DC)","J.D.","1969","Georgetown University (DC)","B.S.","1966","Assumption High School (IL)","","1966","","","","","","","Sen. Dick Durbin","US Senator","Room 711","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1304","","http://durbin.senate.gov/public/index.cfm/contact","http://durbin.senate.gov","","http://www.facebook.com/SenatorDurbin","http://twitter.com/SenatorDurbin","http://www.youtube.com/SenatorDurbin","Images\Photos\FL\S","Durbin_Dick_165219.jpg"
22265,165269,"FL","S",22,"RI","Rhode Island","S01","","",1,73,"1996","2014","G","S6RI00163",0,0,95,0,100,0,40,0,"AOK","Normal",7744,6430,"D","Jack","Reed","F.","Jack","Sen.","","US Senator","","M","Jack Francis Reed","reed","Cranston, RI","1949","11","12","Married","Julia Hart Reed","Cranston, RI","1 child","ROC","Roman Catholic",5,"White/Caucasian","Member, U.S. House of Representatives","1991-1997","Member, RI State Senate","1985-1991","LAW","Associate","LAW","Associate","Harvard University School of Law (MA)","J.D.","1982","Harvard University John F. Kennedy School of Government (MA)","M.PP","1973","U.S. Military Academy (NY)","B.S.","1971","U.S. Army","CPT","1967-1979","U.S. Army Reserve","CPT","1967-1979","Sen. Jack Reed","US Senator","Room 728","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-3903","","http://reed.senate.gov/contact/","http://reed.senate.gov","","","http://twitter.com/SenJackReed","http://www.youtube.com/SenatorReed","Images\Photos\FL\S","Reed_Jack_165269.jpg"
30003,248345,"FL","S",66,"NY","New York","S02","","",2,72.200000000000003,"2009","2018","G","S0NY00410",0,0,0,0,0,0,0,0,"AOK","Normal",7731,5227,"D","Kirsten","Gillibrand","E.","Kirsten","Sen.","","US Senator","","F","Kirsten Elizabeth Rutnik Gillibrand","JIH-luh-brand","Albany, NY","1966","12","09","Married","Jonathan Gillibrand","Brunswick, NY","2 children","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. Senate Subcommittee on Livestock, Diary, Poultry, Marketing and Agriculture Security","2013","Member, U.S. House of Representatives","2007-2009","LAW","Partner","LAW","Special Counsel","University of California - Los Angeles","J.D.","1991","Dartmouth College (NH)","B.A.","1988","Emma Willard High School (NY)","","1984","","","","","","","Sen. Kirsten Gillibrand","US Senator","Room 478","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-3205","","http://gillibrand.senate.gov/contact","http://gillibrand.senate.gov","","http://www.facebook.com/KirstenGillibrand?v=wall","http://twitter.com/SenGillibrand","http://www.youtube.com/user/KirstenEGillibrand","Images\Photos\FL\S","Gillibrand_Kirsten_248345.jpg"
30665,197859,"FL","H",139,"OH","Ohio","12","","",3,63.5,"2000","2014","G","H0OH12062",0,0,20,0,29,0,85,0,"AOK","Normal",4935,5764,"R","Patrick","Tiberi","J.","Pat","Rep.","","US Representative","","M","Patrick J. Tiberi","TEE-bair-ree","Columbus, OH","1962","10","21","Married","Denice","Genoa Township, OH","4 children (triplets)","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Select Revenue Measures","2013","Majority Leader, OH State House","1999-2000","PUB","Caseworker","REL","Realtor","Ohio State University","B.A.","1985","","","","","","","","","","","","","Rep. Patrick Tiberi","US Representative","Room 106","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3512","","http://forms.house.gov/write/tiberi/email-me.shtml","http://tiberi.house.gov","","http://www.facebook.com/RepPatTiberi","http://twitter.com/tiberipress","http://www.youtube.com/user/PatTiberi","Images\Photos\FL\H","Tiberi_Patrick_197859.jpg"
31802,158814,"FL","S",34,"GA","Georgia","S01","","",1,56,"2002","2014","G","S2GA00118",0,0,10,0,11,0,82,0,"AOK","Retiring at end of term",7686,1595,"R","Saxby","Chambliss","","Saxby","Sen.","","US Senator","","M","Clarence Saxby Chambliss","CHAM-bliss","Warrenton, NC","1943","11","10","Married","Julianne Frohbert","Moultrie, GA","2 children ; 2 grandchildren","EPI","Episcopalian",5,"White/Caucasian","Member (GA08 R), U.S. House of Representatives","1995-2003","State Attorney, Colquitt County","1970-1976","PUB","Member","LAW","Attorney","University of Tennessee College of Law","J.D.","1968","University of Georgia","B.B.A.","1966","Louisiana Tech University","Att.","1962","","","","","","","Sen. Saxby Chambliss","US Senator","Room 416","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1007","","http://chambliss.senate.gov/public/index.cfm/email","http://chambliss.senate.gov","","","http://twitter.com/SaxbyChambliss","http://www.youtube.com/user/SenatorChambliss?blend=8&ob=5","Images\Photos\FL\S","Chambliss_Saxby_158814.jpg"
31847,158786,"FL","H",51,"FL","Florida","05","","",1,70.799999999999997,"1992","2014","G","H2FL03056",0,0,20,0,25,0,90,0,"AOK","Normal",972,1414,"D","Corrine","Brown","","Corrine","Rep.","","US Representative","","F","Corrine Brown","brown","Jacksonville, FL","1946","11","11","Single","","Jacksonville, FL","1 child","BAP","Baptist",1,"Black/African American","Ranking Minority Member, U.S. House Subcommittee on Railroads, Pipelines, and Hazardous Materials","2013","Member (FL03 D), U.S. House of Representatives","1992-2013","EDU","Guidance Counselor","EDU","Professor","University of Florida","Ed.S.","1974","Florida Agricultural and Mechanical University","M.A.","1971","Florida Agricultural and Mechanical University","B.S.","1969","","","","","","","Rep. Corrine Brown","US Representative","Room 2111","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0905","","http://forms.house.gov/corrinebrown/webforms/contact-me.shtml","http://corrinebrown.house.gov/","","http://www.facebook.com/congresswomanbrown","http://twitter.com/RepCorrineBrown","http://www.youtube.com/user/CongresswomanBrown","Images\Photos\FL\H","Brown_Corrine_158786.jpg"
32566,192661,"FL","H",165,"AL","Alabama","03","","",3,64,"2002","2014","G","H2AL03032",0,0,20,0,21,0,90,0,"AOK","Normal",3,5,"R","Mike","Rogers","D.","Mike","Rep.","","US Representative","","M","Michael Dennis Rogers","RAH-jurz","Hammond, IN","1958","07","16","Married","Beth","Saks, AL","3 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Transportation Security","2013","Member, AL Republican Executive Committee","2013","LAW","Associate","","","Birmingham School of Law (AL)","J.D.","1991","Jacksonville State University (AL)","M.P.A.","1984","Jacksonville State University (AL)","B.A.","1981","","","","","","","Rep. Mike Rogers","US Representative","Room 324","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0103","","http://mike-rogers.house.gov/contact-mike/email-me","http://mike-rogers.house.gov/","","http://www.facebook.com/pages/Congressman-Mike-D-Rogers/171770326187035","http://twitter.com/RepMikeRogersAL","http://www.youtube.com/user/MikeRogersAL03","Images\Photos\FL\H","Rogers_Mike_192661.jpg"
21749,158699,"FL","H",5,"AK","Alaska","01","","",1,64.5,"1973","2014","G","H6AK00045",0,0,30,0,64,0,88,0,"AOK","Normal",148,152,"R","Don","Young","","Don","Rep.","","US Representative","","M","Donald Edwin Young","YUNG","Meridian, CA","1933","06","09","Widower","","Fort Yukon, AK","2 children","EPI","Episcopalian",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Indian and Alaska Native Affairs","2013","Candidate, U.S. House of Representatives","1972","BUS","Licensed Riverboat Captain","EDU","Elementary School Teacher","California State University - Chico","B.A.","1958","Yuba Junior College (CA)","A.A.","1952","Sutter High School (CA)","","1952","U.S. Army","","1955-1957","","","","Rep. Don Young","US Representative","Room 2314","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0201","","http://donyoung.house.gov/Contact/","http://donyoung.house.gov","","http://www.facebook.com/RepDonYoung","http://twitter.com/repdonyoung","http://www.youtube.com/user/RepDonYoung","Images\Photos\FL\H","Young_Don_158699.jpg"
21751,283894,"FL","H",331,"AL","Alabama","02","","",5,63.600000000000001,"2010","2014","G","H0AL02087",0,0,10,0,18,0,83,0,"AOK","Normal",2,4,"R","Martha","Roby","","Martha","Rep.","","US Representative","","F","Martha D. Roby","RO-bee","Montgomery, AL","1976","07","26","Married","Riley Roby","Montgomery, AL","2 children","PRE","Presbyterian",5,"White/Caucasian","Member, Montgomery (AL) City Council","2003-2010","","","LAW","Associate Attorney","","","Samford University Cumberland School of Law (AL) Cumberland School of Law","J.D.","2001","New York University","B.M.","1998","","","","","","","","","","Rep. Martha Roby","US Representative","Room 428","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0102","","https://roby.house.gov/contact-me","http://roby.house.gov/","","http://www.facebook.com/Representative.Martha.Roby","http://twitter.com/RepMarthaRoby","http://www.youtube.com/repmartharoby","Images\Photos\FL\H","Roby_Martha_283894.jpg"
21753,158703,"FL","H",88,"AL","Alabama","04","","",2,74,"1996","2014","G","H6AL04098",0,0,20,0,17,0,79,0,"AOK","Normal",4,6,"R","Robert","Aderholt","B.","Bob","Rep.","","US Representative","","M","Robert Brown Aderholt","ADD-er-holt","Haleyville, AL","1965","07","22","Married","Caroline McDonald","Haleyville, AL","2 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Homeland Security","2013","Delegate, Republican National Convention","1992","PUB","Assistant Legal Advisor","LEN","City Judge","Samford University Cumberland Law School (AL)","J.D.","1990","Birmingham-Southern College (AL)","B.A.","1987","","","","","","","","","","Rep. Robert Aderholt","US Representative","Room 2369","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0104","","http://aderholt.house.gov/email-me2/","http://aderholt.house.gov","","http://www.facebook.com/RobertAderholt?v=wall","http://twitter.com/Robert_Aderholt","http://www.youtube.com/user/RobertAderholt","Images\Photos\FL\H","Aderholt_Robert_158703.jpg"
21754,283897,"FL","H",279,"AL","Alabama","05","","",4,64.900000000000006,"2010","2014","G","H0AL05163",0,0,80,0,88,0,74,0,"AOK","Normal",5,7,"R","Mo","Brooks","","Mo","Rep.","","US Representative","","M","Morris J. Brooks Jr.","brooks","Charleston, SC","1954","04","29","Married","Martha Jenkins","Huntsville, AL","4 children ;  2 grandchildren ","CHC","Christian Church",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Research and Science Education","2013","Candidate, AL State Lt. Governor","2006","LAW","Partner","PUB","Special Assistant Attorney General","University of Alabama Law School","J.D.","1978","Duke University (NC)","B.A.","1975","Grissom High School (AL)","","1972","","","","","","","Rep. Mo Brooks","US Representative","Room 1230","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0105","","http://brooks.house.gov/email-me","http://brooks.house.gov/","","http://www.facebook.com/pages/Congressman-Mo-Brooks/155220881193244","http://twitter.com/RepMoBrooks","http://www.youtube.com/user/RepMoBrooks","Images\Photos\FL\H","Brooks_Mo_283897.jpg"
